Unnamed: 0,text,embedding
0,"Staten Island,Grasmere-Arrochar-South Beach-Dongan Hills,South Beach,""21 Robin Road, Staten Island NY"",Snug Harbor Youth,Year Round,Friday (Start Time: 1:30 PM - End Time:  4:30 PM),snug-harbor.org,502,50,40.595579,-74.062991,122,3842,""{'type': 'Point', 'coordinates': [-74.062991, 40.595579]}"",1.0,14.0,76.0,10692.0,30.0,,,,","[-3.98153216e-02 -4.14079800e-02  5.66049144e-02 -1.21293366e-01
 -1.28646135e-01  4.99514528e-02  3.08665544e-01 -7.54481554e-02
 -6.96142316e-02 -4.75904867e-02  7.22308606e-02 -1.76881284e-01
  4.38207507e-01  1.38961926e-01 -2.67585993e-01  3.99898700e-02
 -1.42655075e-01 -2.43921533e-01  3.80343467e-01  1.36698037e-01
 -2.30110854e-01 -5.72580174e-02 -1.12289123e-01  1.94226652e-01
  1.66009426e-01 -1.10637574e-02  1.56961411e-01  4.30425465e-01
 -2.48740479e-01  4.65615720e-01  7.63062164e-02  6.09771758e-02
  1.64147824e-01  8.27526674e-04  3.52107495e-01  1.21339373e-01
  3.15369189e-01  1.67853713e-01 -3.34997237e-01  2.54436612e-01
 -2.37968698e-01 -2.05848254e-02  2.75802732e-01  4.14347380e-01
  1.00458927e-01  3.27775806e-01 -1.36209503e-01 -5.52654266e-02
 -9.11534429e-02  8.88453871e-02 -3.60437483e-02 -3.17287624e-01
  8.19514692e-02 -1.21126607e-01  2.14324594e-01  2.41542563e-01
 -9.79886055e-02 -8.89513176e-03  8.30890536e-02 -5.04650287e-02
  2.64189601e-01 -8.31844211e-02 -4.94559437e-01  8.40135589e-02
  2.46557713e-01  1.62978768e-01 -1.03355654e-01  9.24006104e-03
  1.86182372e-03 -1.44667923e-03 -1.80220634e-01  1.14981577e-01
  8.03378522e-02 -1.89274132e-01 -1.09489329e-01 -1.30333185e-01
 -1.13040917e-02 -5.61783016e-02 -2.55716890e-01  5.94415739e-02
 -1.94330007e-01 -1.12617150e-01 -2.24466566e-02  1.21095493e-01
  2.70250961e-02  9.54356268e-02 -8.34605321e-02  2.74358064e-01
  3.45152259e-01  2.20484287e-01  2.36322939e-01  9.02234614e-02
 -2.05079660e-01  8.77054259e-02 -1.43445641e-01  7.16678612e-03
 -3.36959600e-01 -9.17942524e-02 -2.12700382e-01  2.22916633e-01
  1.20576821e-01  1.28101856e-01 -1.08612999e-01  1.32068112e-01
  1.37852103e-01 -9.84448045e-02  3.89296412e-01  7.17923231e-03
 -1.89499825e-01  2.02173159e-01 -3.24474499e-02 -4.83509935e-02
  2.69179791e-03 -2.18941458e-02 -1.50138870e-01  4.40202445e-01
  2.38013700e-01  2.48649746e-01  1.01525243e-02 -1.20308474e-01
  1.46976799e-01  2.30716899e-01  3.27771194e-02  3.46900634e-02
 -3.28845084e-02 -1.50362179e-02 -2.54200816e-01  6.90165013e-02
 -1.84720814e-01  5.35032339e-02 -1.15012124e-01  5.68507761e-02
  2.21577182e-01  1.40645400e-01  7.08281994e-02 -1.86317772e-01
  1.51601866e-01 -1.37665495e-03 -2.26146683e-01 -1.06279701e-01
 -7.95489177e-02 -2.71317065e-01  2.01106980e-01 -1.89347893e-01
  1.28121033e-01 -5.43463975e-04 -3.83268416e-01  1.22458659e-01
  2.20938027e-01 -4.35785413e-01  3.72087881e-02 -1.63033992e-01
 -3.43362764e-02 -3.40503640e-02 -1.76283628e-01  2.40752637e-01
  4.05771136e-01  1.53705090e-01  2.56888151e-01  5.18384390e-02
 -1.98132396e-01 -9.83777642e-03  4.32697117e-01 -7.10077509e-02
  2.94750512e-01 -1.25376552e-01 -4.74204049e-02 -1.80860851e-02
 -3.67958806e-02 -7.45082796e-02 -1.04859192e-03  2.30447575e-01
  9.64389592e-02  5.57317138e-02  1.36427879e-01 -1.85913369e-01
  1.45232782e-01 -1.10802822e-01 -1.82110310e-01 -9.22700018e-03
 -6.07743382e-01  8.22666474e-03 -1.29624233e-01 -1.66009329e-02
  1.70373350e-01 -4.66320068e-02 -3.21275711e-01 -9.64003894e-03
 -2.23949134e-01  1.23602420e-01  3.98037374e-01 -4.33349013e-01
  4.09446172e-02 -3.00173730e-01 -2.77882934e-01  1.35612711e-01
  1.98760167e-01 -2.39285111e-01  1.30605564e-01  1.37665391e-01
 -5.14248796e-02  5.82530908e-02  2.61047333e-01 -2.97051162e-01
  2.07467824e-01 -3.10984477e-02  4.24630314e-01 -7.24985823e-02
  6.16491213e-02  2.73659497e-01  1.81162387e-01 -8.24930333e-03
 -3.91190238e-02 -3.11966151e-01  2.63267040e-01 -1.04603946e-01
 -3.00117433e-01 -1.57197058e-01 -3.96262288e-01 -1.03237838e-01
  1.49988741e-01 -8.52239877e-02 -3.60839337e-01 -1.76407322e-01
  5.31379282e-02 -2.75710911e-01 -2.80783735e-02 -7.11227298e-01
 -4.25137393e-02 -1.66535378e-01  1.39522821e-01  4.27536666e-02
  5.88176362e-02 -6.74515516e-02 -3.78828406e-01  1.75080776e-01
 -5.69380969e-02  9.31124613e-02  1.65022835e-01 -1.33934841e-02
  1.66093394e-01  1.06121033e-01 -6.00087941e-02  4.48139422e-02
  8.26183558e-02 -1.06453240e-01 -4.03547645e-01  3.14022958e-01
  2.37854287e-01 -1.84454583e-02  2.69369453e-01  1.78684145e-01
 -1.31926537e-01  1.88040826e-02 -2.45390624e-01 -6.77812919e-02
  2.41021514e-01 -1.82933137e-01 -3.19386184e-01  5.04981041e-01
  5.08861020e-02 -1.83970928e-01 -1.19865179e-01 -1.54392630e-01
  2.34192118e-01 -1.45332664e-01 -1.93779349e-01 -9.69505608e-02
 -1.98588252e-01  9.97920930e-02  2.54421476e-02 -6.82508349e-02
  2.57918239e-02 -1.07264481e-01 -1.45281449e-01 -1.12436429e-01
  2.36272275e-01 -7.08701909e-02  1.89058438e-01  2.56152421e-01
 -5.83008170e-01  2.06868239e-02  1.53417677e-01 -1.57189384e-01
  1.74160510e-01 -1.86868876e-01 -2.31479734e-01 -1.46042630e-01
  2.72021145e-01  2.58011557e-03  2.64591455e-01  2.30980739e-01
 -4.15183187e-01 -2.14918122e-01 -3.90060544e-01 -1.22824512e-01
 -2.71662593e-01 -1.17945209e-01 -3.60117927e-02 -3.47549498e-01
  4.09162305e-02  2.27205679e-01 -1.05785392e-01 -2.01272532e-01
 -4.98340055e-02  2.49863490e-01 -3.64966482e-01  2.04808488e-01
  9.35397074e-02 -1.35124326e-01  3.92120302e-01  5.04586995e-02
 -3.45509686e-02 -1.43518532e-02  3.59005451e-01  2.00028300e-01
 -2.97584832e-01 -3.04710362e-02 -1.85244069e-01  1.12010323e-01
 -2.15449762e-02  1.29885525e-01 -5.14651351e-02  4.09452021e-02
 -5.05696498e-02 -1.52516082e-01 -1.02233209e-01 -1.68920785e-01
  2.30883360e-01 -2.87445746e-02  8.56240094e-03 -9.70011391e-03
  2.15838030e-01 -1.76135853e-01  1.02557585e-01  1.02709420e-02
 -1.42035156e-01 -1.15270011e-01 -8.58962834e-02 -2.51727790e-01
 -1.14296200e-02 -2.66865939e-01  1.87762260e-01  8.34913254e-02
 -2.74152339e-01  2.66467035e-01  1.33452490e-01  3.47612560e-01
 -2.81191282e-02 -1.78513944e-01  2.99376667e-01 -1.51890032e-02
  3.65969911e-02  7.39083514e-02 -2.94850290e-01  2.05289811e-01
 -4.71454561e-01  1.25693440e-01 -9.17248875e-02 -7.47759938e-02
 -3.26493382e-01  1.67103708e-02 -1.90222114e-01  3.42959940e-01
  9.63533819e-02  4.62599427e-01 -7.47187734e-02  3.49639714e-01
  4.83975634e-02 -1.22013137e-01  4.04951610e-02  2.01472025e-02
  1.60857558e-01 -7.82197155e-03  1.69985697e-01  3.73959124e-01
  1.23699844e-01 -1.18571326e-01 -9.42749809e-03  2.09469870e-01
 -1.15742534e-01 -1.27934009e-01 -7.32760608e-01  4.46963310e-03]"
1,"Manhattan,Inwood,SE Corner of Broadway & Academy Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,,,34,3573,,,,,,,""Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"",,,","[ 0.13020103 -0.13104136 -0.2690476  -0.2356363   0.06409236 -0.16827282
  0.25275943 -0.22436386 -0.01830813  0.08667352  0.2831742  -0.19414404
  0.11831982  0.23486285 -0.28730282 -0.11939368  0.12275004 -0.1513846
 -0.15094355  0.2612125   0.18074846  0.23535088 -0.05402404  0.09513709
  0.02242247  0.304487   -0.31826505 -0.00136754 -0.08241396 -0.01420397
  0.5319372   0.03974711  0.2669165   0.32274848  0.31149232 -0.0087799
  0.2589793  -0.12975328  0.24046026 -0.13421588 -0.356346   -0.11870496
 -0.10780628 -0.20418467  0.13912912 -0.03078838 -0.2505999   0.0460149
  0.36224794 -0.15865102  0.06551927  0.34341657  0.19228587 -0.04924431
 -0.21310312 -0.00638371 -0.03855477  0.0233845   0.09508766  0.4568238
  0.46717972 -0.05230516 -0.12734035  0.781436    0.0021356   0.18816152
 -0.25730243  0.15137683 -0.3241775  -0.34555256  0.02488863 -0.06777745
 -0.14613035 -0.04385476  0.40794665  0.41939992 -0.09038737 -0.33975857
 -0.59990865 -0.17157705 -0.52447385  0.13878953  0.05886865  0.35728762
 -0.21633647  0.09913369 -0.3883922   0.1485158   0.02782389 -0.20632562
 -0.00969256 -0.00093756  0.46483195  0.32606032 -0.17681293 -0.06382026
  0.11546861 -0.18068816  0.06442759  0.05437008 -0.23326883  0.0781511
 -0.15922998 -0.47040746  0.103168   -0.31705958  0.13811788  0.00767477
  0.03216628  0.07080031 -0.0059662   0.16286916 -0.03231448  0.04779899
 -0.08656097 -0.23894925  0.45679015 -0.21690184  0.10863353 -0.09388291
  0.02459801  0.14923666 -0.06281535  0.04114018  0.03801626  0.07031512
  0.28529447  0.2864778  -0.5014114   0.29734632 -0.01965232  0.14073431
  0.29834828 -0.33791667 -0.11331292 -0.0144123   0.17982653 -0.00726367
  0.20087408 -0.10264847 -0.16979052  0.08446668  0.25317454 -0.19257584
  0.13095167 -0.21898527  0.16536422  0.0686766  -0.07499068 -0.45318577
  0.33907595 -0.00202024  0.21059105  0.31539646 -0.1962306   0.15168688
  0.5561558   0.23043646  0.22140653  0.00602155 -0.28115875  0.05589945
  0.18443659  0.37120527 -0.00607095 -0.0255657  -0.20505764 -0.4007265
 -0.23031113 -0.09938971  0.19560105 -0.15260245  0.15708645  0.0354263
 -0.3033717  -0.00634248  0.1611417   0.37345105  0.12339982 -0.09965865
 -0.39951295 -0.14053465 -0.36832172 -0.13501774  0.02883099 -0.01751026
  0.1524796   0.14506888 -0.1688529   0.53166366  0.02134728  0.00511367
 -0.19510202 -0.20178956 -0.05256548  0.05624476 -0.13292186 -0.00167141
 -0.02571424  0.16614078  0.04202373  0.09730798 -0.40102044 -0.09490189
  0.09520575  0.0917431  -0.02924039 -0.12707393  0.3894361   0.02882457
  0.13838324 -0.09831292 -0.14406084 -0.32599345  0.31783652 -0.01251373
  0.28768784  0.03584966 -0.6826919   0.1311786  -0.39786187 -0.2746719
 -0.0321519  -0.33875284  0.48437703 -0.32853717  0.08634629 -0.04197406
 -0.17794706  0.20354617 -0.41321605  0.07624646 -0.01164574  0.18830211
  0.00478101  0.3729206   0.20566964  0.25114805  0.09568452  0.2778258
 -0.06330252  0.32325482 -0.24987279  0.3221787  -0.27324405 -0.13767202
 -0.06209766  0.28209376 -0.2872805   0.10909873 -0.3059938   0.42620087
  0.3268465  -0.342646   -0.04023226  0.00878837 -0.05887605 -0.33577862
  0.03302981 -0.15499033  0.17131259 -0.29265055  0.0160554  -0.07515211
  0.17026371 -0.16927084 -0.34517583  0.6666049  -0.17521258  0.01700874
 -0.00805549 -0.0870894  -0.2326662  -0.03186549  0.41731426  0.08131106
  0.07939247 -0.28410006  0.14997554  0.5187015  -0.01007379 -0.12087066
  0.03822034 -0.4320624  -0.2397233  -0.1975725  -0.09855011 -0.05045973
 -0.02067632 -0.40452915 -0.1618511   0.32578486 -0.14657366 -0.12461367
  0.18064603 -0.01073794  0.13163333 -0.50711876 -0.3504594   0.0911094
 -0.20708618 -0.18071386 -0.28272846 -0.30019492  0.36276013  0.04535531
  0.24458283  0.00282377  0.353155   -0.33578923  0.03912167 -0.18797307
 -0.14031513  0.08602366 -0.19930956  0.09341083  0.00910697  0.29029748
  0.35892785  0.10228005 -0.00153906  0.00615996 -0.08733527  0.23633961
  0.0400318   0.05591928  0.18553382  0.2550901   0.08040335  0.42677915
  0.08715982  0.08899206 -0.40772817  0.06581441 -0.41112545  0.2536635
 -0.15171832 -0.22333102 -0.06998263  0.22559279 -0.28278103 -0.11238379
  0.13695943 -0.06602757  0.21666332 -0.23727602  0.08182723  0.18246798
  0.5522324  -0.18701552 -0.03735149  0.18275823 -0.08050589  0.03631003
 -0.2975766   0.11841039 -0.3867431   0.10840178  0.03722877 -0.49980447
 -0.03356924 -0.57147574 -0.46708867 -0.02858787 -0.11181493  0.15810049
 -0.20321265  0.37612298  0.03146757 -0.13869989 -0.28309947 -0.3150045
  0.3596602   0.2667727   0.3241786   0.09940443  0.27724898 -0.4131193
  0.46331266  0.13338478 -0.12783834 -0.144272   -0.11158204 -0.04540679]"
2,"Brooklyn,Park Slope,Old Stone House Brooklyn,""336 3rd St, Brooklyn, NY 11215"",Old Stone House Brooklyn,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,306,39,40.6727118,-73.984731,78,3555,""{'type': 'Point', 'coordinates': [-73.984731, 40.6727118]}"",2.0,27.0,50.0,17617.0,14.0,,,,","[-0.00706969  0.02325399 -0.0220314   0.03628257 -0.3484178  -0.3264609
  0.06549121 -0.25915012  0.01730247 -0.03480996 -0.0938053   0.07613651
  0.20749272 -0.08991586 -0.23085538  0.22418353 -0.25690234 -0.18304253
  0.10476623  0.38386953  0.07289856  0.09470007 -0.06805924  0.2684378
  0.22834247 -0.09405348  0.08786301  0.5060151  -0.0747035  -0.03474911
  0.23457849 -0.12207636  0.15490182  0.0605164   0.3012585   0.39616555
  0.18207888  0.15831026 -0.04278326  0.03612693 -0.06776563  0.05671413
  0.4338792   0.12382922  0.18700922  0.43896315 -0.20817745  0.07688916
  0.08058359 -0.03103643 -0.00893139 -0.23935239  0.2181929   0.10530166
  0.01026197  0.45938155 -0.13652113 -0.2903648   0.10093943 -0.04081714
  0.2903229   0.00651865 -0.7125958   0.1552315   0.0322923   0.0428892
 -0.21281439 -0.4176684  -0.10073563 -0.15692592  0.03605273  0.08559892
 -0.08698936 -0.3915591   0.07999508  0.19242397 -0.33578485 -0.0529695
 -0.48037505 -0.31789768  0.01046494 -0.22653225  0.28825384  0.23498172
  0.10086489  0.06685874  0.00616034  0.18565106  0.21941149  0.13057303
  0.21562931  0.3513804  -0.24798484  0.41808575 -0.07661369 -0.04410058
 -0.04862019 -0.26955453  0.11223144  0.3481221   0.03094719  0.32630304
 -0.08135734  0.13413244  0.15777439 -0.21245897  0.29704976  0.15794286
 -0.03903816  0.10150674  0.1611014  -0.14082862 -0.08072188  0.345792
 -0.06949567  0.11345312  0.20733517  0.07362001  0.16463506 -0.21733472
  0.32790464  0.23185734 -0.11243688  0.12387642 -0.12936911 -0.19272509
 -0.2103402   0.15829492 -0.10555184  0.1263322  -0.10733303  0.19425333
  0.03352929  0.04413217 -0.24858922  0.27237755  0.28465614 -0.07895599
  0.12166779 -0.210013    0.14498255  0.00980668  0.30238795 -0.10833997
  0.2183305  -0.2466883  -0.15167525  0.05469373  0.05054089 -0.63146377
 -0.10435207  0.07685051 -0.1426909   0.07535908 -0.12428096  0.14317006
  0.04945363 -0.04178093  0.5274389  -0.01325843  0.06266771  0.11658527
  0.46062678  0.32437804  0.37059134 -0.03484161  0.11276853 -0.1890082
 -0.17314485  0.01222681  0.15926006 -0.19836915  0.1604886   0.18786475
 -0.07779828 -0.20956825  0.04983273  0.29650617  0.01229692  0.14313203
 -0.45818514  0.09373717 -0.20682612  0.07574682 -0.18305007  0.09489754
 -0.18509984  0.34959763  0.09674469  0.30536777  0.17141709 -0.2094628
 -0.15963063 -0.20746505 -0.08135098  0.10672142 -0.03263921  0.0465515
  0.17892441  0.15490113 -0.12665448  0.07329521  0.04461912 -0.21066171
 -0.16601437  0.03662303  0.23000708 -0.22257793  0.2538664   0.08031115
 -0.05744305 -0.41513914  0.04181319 -0.17112504  0.41386214 -0.077042
 -0.28901708  0.04131158 -0.6749203   0.21690875 -0.18195358 -0.09326687
 -0.27044222 -0.16060153  0.16633943 -0.14878222  0.01182487 -0.46269256
 -0.22298706  0.01906629 -0.12586421 -0.11419563  0.20979124  0.0336829
  0.00652813  0.2930059   0.07718521  0.26920924  0.3555279   0.03780666
 -0.07623649 -0.07455613 -0.11903848  0.18476546  0.00986565 -0.01921227
 -0.59334147 -0.02752754  0.2816182  -0.02603433  0.2586945   0.200818
 -0.1900956  -0.06983367 -0.31271583  0.01764479  0.2800212  -0.07019825
 -0.20486847  0.36258993  0.11608838 -0.48659578  0.08105259 -0.39832386
  0.1814427   0.11687347 -0.11664844 -0.07849202 -0.13784404 -0.11742563
 -0.03865089  0.11211715 -0.09664968  0.12903856 -0.02572529  0.18098748
 -0.02930038 -0.06483472  0.17379951 -0.18362032 -0.4232126   0.11657574
  0.2088212  -0.39613318 -0.20453435  0.00462328  0.05501918 -0.16017589
  0.07108021 -0.2359525   0.30203724 -0.0275298  -0.03767961  0.00654923
 -0.29713088  0.18624851 -0.08945727 -0.21148326 -0.2457049   0.05278003
  0.47515696 -0.1486093  -0.20810306 -0.3106825   0.20076396  0.27896252
  0.1493595   0.04462475  0.08838755  0.03616116  0.2852385  -0.10065167
 -0.39447802  0.12887107  0.3576383   0.04168127 -0.11273748 -0.26960498
 -0.23569193  0.22543524 -0.13113123 -0.0864055  -0.37521118 -0.23256502
  0.07254371 -0.11375993  0.3505463   0.04940334 -0.09376536 -0.00626434
  0.1748831  -0.20188773  0.30605647 -0.05114819 -0.14535926 -0.00998184
 -0.3620993  -0.33461285 -0.2573254  -0.02489342 -0.29315674 -0.5115701
  0.32042933  0.027137   -0.0913938  -0.07075404  0.03501297  0.09898093
 -0.02573982 -0.42246372 -0.01663652  0.3718899   0.33190078 -0.13440041
 -0.13237756  0.21827266 -0.32119006  0.23944102  0.20869279 -0.25393492
 -0.14055565 -0.3274996   0.04589864  0.10510284  0.11262545  0.19096863
 -0.16249579 -0.08772294 -0.04987296 -0.22766465  0.13052991  0.10473812
  0.38532737 -0.09928676  0.166179    0.17328137 -0.0996934   0.01974187
 -0.01254545 -0.14823626  0.00194427 -0.12414914 -0.6141093  -0.26379582]"
3,"Manhattan,East Harlem (North),SE Corner of Pleasant Avenue & E 116 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,,,25,3438,,,,,,,""Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!"",,,","[ 1.58163443e-01 -9.84401628e-02 -2.88609684e-01 -3.62458318e-01
 -9.92749706e-02 -1.05439715e-01  2.90088832e-01 -2.23608464e-01
 -4.50517759e-02  7.94054717e-02  2.61445433e-01 -1.61434099e-01
  2.47270182e-01  1.81699097e-01 -1.66248813e-01 -1.25121683e-01
  1.54138640e-01 -1.76616326e-01 -1.71746179e-01  2.61581630e-01
  1.30920872e-01  6.31638765e-02 -6.26953840e-02  6.92294836e-02
 -7.68434489e-03  2.56124079e-01 -1.20997831e-01  1.15172163e-01
 -7.21940622e-02 -7.07112476e-02  5.14785469e-01  7.20542595e-02
  2.13759765e-01  2.85916746e-01  3.07401747e-01 -4.16089743e-02
  3.11628342e-01 -9.95795652e-02  2.03554779e-01 -1.82983458e-01
 -2.53520429e-01 -1.43948793e-01 -1.35733530e-01 -1.77486017e-01
  1.44165561e-01 -5.54737523e-02 -1.40972257e-01  1.08422279e-01
  3.10354799e-01 -2.13569149e-01  1.66480839e-01  2.96126425e-01
  2.80583322e-01 -8.46095569e-03 -2.56840646e-01  5.16969338e-03
 -2.65725926e-02  3.32516097e-02  7.02974424e-02  4.99603391e-01
  4.01064157e-01 -7.30173513e-02 -4.64360677e-02  7.71045625e-01
 -6.17387937e-03  1.46888748e-01 -2.85620987e-01  4.65644663e-03
 -3.62201273e-01 -3.86141986e-01 -2.74366327e-03 -1.83397740e-01
 -2.91726142e-01 -8.30018297e-02  3.89161378e-01  3.43729168e-01
 -5.48827089e-02 -2.62230426e-01 -6.89643145e-01 -1.35094315e-01
 -4.14608747e-01  2.42430583e-01  1.11572608e-01  4.54638064e-01
 -2.30082273e-01  1.73570186e-01 -4.44377482e-01  1.92818910e-01
  6.38845861e-02 -2.51644343e-01  5.59401640e-04 -8.90226290e-03
  4.83979851e-01  2.16684639e-01 -3.55938599e-02 -1.73538387e-01
 -4.86932881e-02 -2.85964400e-01  1.50396321e-02  7.96644539e-02
 -2.95823604e-01  7.69496933e-02 -1.86075762e-01 -4.64176744e-01
  1.37144655e-01 -2.13950276e-01  1.66768774e-01  8.15871134e-02
  3.61870416e-02  9.70752612e-02 -1.18210629e-01  1.36004657e-01
  5.15295379e-02  5.59687242e-02 -6.47500455e-02 -2.79751480e-01
  3.63585114e-01 -1.97095290e-01  1.61939129e-01 -1.18221752e-01
  1.28250897e-01  9.57996696e-02 -1.15963246e-03  1.15700863e-01
  1.28346294e-01  8.51114467e-02  2.59496361e-01  2.92667717e-01
 -4.35305387e-01  4.13587362e-01  9.01959091e-02  1.68441579e-01
  2.60110617e-01 -2.12194651e-01 -4.13646810e-02 -5.78292012e-02
  1.31593421e-01  6.72335329e-04  2.25275427e-01 -9.99987349e-02
 -1.76822230e-01  1.19450167e-01  2.88808733e-01 -1.41660973e-01
  2.46187225e-01 -8.33182558e-02  1.53924450e-01  3.58264558e-02
 -7.06383586e-02 -5.42793214e-01  2.97478080e-01 -5.34682814e-03
  3.33508760e-01  2.80182689e-01 -1.45904437e-01  2.31293693e-01
  6.71331346e-01  1.16803311e-01  1.87532723e-01  1.68454777e-02
 -1.52178869e-01  1.09217845e-01  2.05467179e-01  3.55157644e-01
  4.56379391e-02 -2.63025910e-02 -1.75313547e-01 -3.67982656e-01
 -1.72978669e-01 -1.18035926e-02  2.02520043e-01 -1.22475773e-01
  1.65881366e-01  2.82920860e-02 -3.01014483e-01 -1.51709050e-01
  1.39347449e-01  3.74344528e-01  8.24723989e-02 -2.51860619e-02
 -5.38380563e-01 -1.35457188e-01 -3.52533460e-01 -2.05606893e-01
 -9.25419778e-02 -4.01896536e-02  1.39669970e-01  1.94570884e-01
 -1.57828555e-01  5.35193384e-01  5.49201779e-02 -1.38617298e-02
 -1.81290194e-01 -2.56954998e-01 -8.80714040e-03 -5.60306944e-02
 -1.43941477e-01  1.13503272e-02  2.23057419e-02  1.96040496e-01
  8.33124742e-02 -2.00364292e-02 -3.88151854e-01 -1.20273225e-01
  1.28777146e-01  1.10792801e-01  5.53428717e-02 -1.84039012e-01
  3.85365903e-01 -4.89615276e-02  1.18492007e-01  3.80895734e-02
 -6.32447973e-02 -3.34056646e-01  2.13274166e-01 -1.19430616e-01
  1.46859154e-01 -6.89385012e-02 -7.11209416e-01  1.70927256e-01
 -4.68294919e-01 -2.66023278e-01 -2.04656765e-01 -3.02178681e-01
  3.57121736e-01 -3.46502841e-01 -6.17526285e-02 -5.94144240e-02
 -1.10758945e-01  1.54979616e-01 -3.53867620e-01  2.27357969e-02
  2.92422919e-04  2.60696858e-01  5.60427736e-03  2.41359711e-01
  3.47611219e-01  1.41983598e-01  1.05165012e-01  3.58726352e-01
  8.59664101e-03  2.61572391e-01 -2.79133886e-01  2.91575074e-01
 -3.63555670e-01 -1.92537978e-01 -1.25524089e-01  1.84611440e-01
 -1.78235486e-01  1.79934621e-01 -2.50725269e-01  4.09693241e-01
  3.50633383e-01 -3.06143790e-01 -1.48650974e-01 -1.87763106e-02
 -8.04005861e-02 -3.78982991e-01  3.35456729e-02  3.80996838e-02
  1.71280764e-02 -2.73205727e-01 -2.66964640e-02 -8.98274779e-02
  1.95946321e-01 -1.46615461e-01 -3.03414285e-01  6.66874111e-01
 -1.23730317e-01  4.04010266e-02 -2.97575612e-02 -1.24985836e-01
 -2.01723307e-01 -4.49547870e-03  5.02637267e-01  1.10715300e-01
  1.53340921e-01 -2.62225807e-01  1.48339227e-01  4.39328611e-01
 -6.65088445e-02 -2.97899656e-02  6.46866066e-03 -4.65470284e-01
 -1.50357276e-01 -1.83525696e-01 -4.77758981e-02 -3.07314526e-02
 -4.89443503e-02 -4.76327032e-01 -9.14664343e-02  3.38599026e-01
 -1.79116413e-01 -1.18279152e-01  2.17396066e-01 -3.98286916e-02
  2.09475785e-01 -5.65951645e-01 -3.51995617e-01  1.22359887e-01
 -1.99526787e-01 -1.43115625e-01 -2.51976818e-01 -2.54706532e-01
  2.29175463e-01  9.07260645e-03  2.67484069e-01  2.79839039e-02
  3.21549803e-01 -2.72448987e-01  7.21432716e-02 -1.39173359e-01
 -1.40925407e-01  1.64060473e-01 -2.37882406e-01  4.03113626e-02
 -1.34699270e-01  3.56863171e-01  3.12894017e-01  9.67126638e-02
  1.91964209e-01 -4.82947379e-02 -1.81339264e-01  1.02663942e-01
  6.50650561e-02 -2.04996089e-03  6.74637705e-02  1.88374594e-01
  1.39603630e-01  5.38457692e-01  6.97376281e-02  1.96343854e-01
 -3.68161500e-01  6.43147901e-02 -3.49940896e-01  1.90835997e-01
 -9.88667086e-02 -1.77923530e-01 -3.62917222e-02  1.81290835e-01
 -2.63142854e-01  3.69167626e-02  1.17135577e-01 -8.83154348e-02
  9.26011652e-02 -2.96644360e-01  1.31257977e-02  1.09145135e-01
  4.78662789e-01 -1.41759291e-01 -3.67991533e-03  2.15574056e-01
 -2.66332217e-02 -8.13530460e-02 -2.81199545e-01  1.27915934e-01
 -4.59291101e-01  8.16110373e-02  1.25687262e-02 -4.53305542e-01
  9.49236676e-02 -4.94672447e-01 -4.40631062e-01 -2.89021898e-03
 -1.36626422e-01  1.31800488e-01 -1.68661505e-01  2.97560215e-01
 -5.98946847e-02 -1.92407832e-01 -2.91109562e-01 -2.10544288e-01
  3.12701821e-01  3.06436479e-01  3.03664804e-01  1.23859994e-01
  1.96069151e-01 -4.68409687e-01  4.89702016e-01  1.39037117e-01
 -1.68256283e-01 -1.30658746e-01 -2.17425391e-01 -4.56719249e-02]"
